productId,name,ticker,qsip,cusip,isin
2204964,Rita Medical Systems Inc,RITA-old,,,
2204967,Fastlane Intl Enterprises Inc,FSLE,,,
2205798,Freshlime,CWMFL,,,
2205822,Sierra Real Estate Equity 84,826477101,,,
2205959,Medical Comp Sys 12 Rts,4015978,,,
2205966,Cifra SA De Cv ADR New,3903258,,,
2205999,1986 Government Bond Fund,TPCCUSIP-MTCP0000KK,,,
2205185,Ft Unit 5937 Diversified Equity Strategic Allocation Fee Acct Reinvest,30287X835,,,
2206002,Northern Common Intl. Govt. Bond,TPCCUSIP-MTCP0000KM,,,
2206036,TIAA Social Choice Account,BLUESKYCUSIP-1400,,,
2206042,G Fund Government Securities,BLUESKYCUSIP-923,,,
2206048,LifePath Index 2025 O,BLUESKYCUSIP-1751,,,
2206049,Bond Fund,BLUESKYCUSIP-1555,,,
2206068,S&P 500 Index Fund,BLUESKYCUSIP-1554,,,
2205184,Ft Unit 5939 Dow Target 10 Jan 16 Term 2/9/17 Monthly,30287X256,,,
2206289,Ft Unit 5824 Biotechnology Portfolio Ser 31,30288C715,,,
2205964,Lonhro PLC SA ADR,LNRHY,,,
3,iShares MSCI Hong Kong Index,EWH,,,
4,iShares MSCI Japan Index,EWJ,,,
2292577,QUO-Kroger Co/the 2.0% 01/15/2019 Ser 3Yr Sr Lien,FI:415:4OPUZ1,,,
1919108,QUO-Viacom Inc 2.2% 04/01/2019 Sr Lien,FI:415:4RDM92,,,
1919109,QUO-Quest Diagnostics Incorporated 2.7% 04/01/2019 Sr Lien M-W+20.00Bp,FI:415:4RFI27,,,
1919107,QUO-Merrill Lynch 6.5% 07/15/2018 Usd Global,FI:415:40NB00,,,
2055929,"QUO-The Tjx Companies, Inc. 2.75% 06/15/2021 Usd Sr Lien",FI:415:4XE6Q3,,,
2560178,QUO-Anheuser-Busch Inbev Fin 2.65% 02/01/2021 Usd Sr Lien,FI:415:4OS9Q9/1,,,
5,iShares MSCI Eurozone,EZU,,,
6,iShares Dow Jones US Utilities Sector Index,IDU,,,
2661262,QUO-Vngrd IntmdTrmInvtGrd Adml,FI:641:CWLA/6,,,
2661257,QUO-DE SmCap Val Inst,FI:641:AJTA/6,,,
2553673,QUO-Amer Cent Mid Cap Value Fund R6,FI:797:6305/6,,,
2709348,QUO-Vngrd Infl Prtct Sec Adml,FI:641:CWKA/6,,,
7,iShares S&P Europe 350 Index,IEV,,,
1579385,Principal Financial Group: Equity Income,74254L168 701 00002,,,
1920274,QUO-0762 Voya Solution 2035 Portfolio Srv,FI:797:762,,,
1579386,Principal Financial Group: Short-Term Income,74254L168 704 00002,,,
2353135,QUO-Health Sciences,FI:770:73/4,,,
2353130,QUO-Vngrd Windsor II,FI:770:24/7,,,
2353134,QUO-Blue Chip Growth,FI:770:72/4,,,
8,iShares Core S&P Mid-Cap ETF,IJH,,,
797514,Unknown Product,890401*8,,,
2207098,Thompson National Properties  LLC Class B,884915LLC,,,
2207099,Thompson National Properties  LLC Common,884920LLC,,,
2208192,Stone & Webster Inc,861990513,,,
2238612,Trinity Ventures VII Ltd Ptnshp,896554979,,,
2241372,Unknown Product,8R71257,,,
2240623,Southwest Royalties Inc,845990233,,,
2239940,Smart Tr Tax Free Income Tr Ser 18 Reinvest,83178H112,,,
2243461,Realty Finance Trst Inc,8T46773,,,
2217190,Smart Tr Defensive 50 Equities Tr Ser 5 Unit Cash,83182K101,,,
2217187,Smart Tr Nasdaq Intl Divid Achievers Index Tr Ser 2 Cash,83176V105,,,
2217193,Smart Tr Defensive 50 Equities Tr Ser 6 Cash,83190V107,,,
9,iShares S&P Mid-Cap 400 Value,IJJ,,,
2528494,BAA-Stable Income-Active,BAA-90:981,,,
2206658,Yocream Intl Inc Esc Pending,986ESC101,,,
2238615,BAA-Demand Note Lessing S Stern D.12/21/06 No Int.,992880955,,,
2238628,BAA-Note Payable E R Stern 1956 Tr.-Lessing Dtd 8/19/2009 No Int.,992892943,,,
2238614,BAA-Demand Note Lessing S Stern D.3/28/00,992880906,,,
2239955,Cg Long Dur Credit Trust Cl Db #5277,97MSCDA90,,,
2218840,Vantage Health Plan C,922991856,,,
2309237,VAN KAMPEN INTERMEDIATE CORP I NV GR TRST,92118B242,,,
2305097,Ubs Ag London Brh 0%Pfddue 05/31/18,90271C361,,,
2306065,Zweig Total Return Fd Inc Cont Ra - Do Not Sell,9AF999006,,,
2306912,CAMDEN NATIONAL BANK,97MSCF4D3,,,
